date,swb_worry
2008m1,-.2515064
2008m2,-.5820009
2008m3,-.7005246
2008m4,-.6404738
2008m5,-.4544678
2008m6,-.1174186
2008m7,.2782057
2008m8,.6140974
2008m9,.7655574
2008m10,1.081898
2008m11,1.334695
2008m12,1.562303
2009m1,1.805477
2009m2,1.79817
2009m3,1.218098
2009m4,.6280192
2009m5,.4307217
2009m6,.5801594
2009m7,.9352636
2009m8,1.22323
2009m9,1.628535
2009m10,2.166225
2009m11,2.391689
2009m12,2.233975
2010m1,2.093374
2010m2,1.666292
2010m3,1.268647
2010m4,1.057337
2010m5,1.105636
2010m6,1.820833
2010m7,2.444887
2010m8,2.438419
2010m9,2.279363
2010m10,2.15724
2010m11,1.861631
2010m12,1.588481
2011m1,1.139563
2011m2,.7410808
2011m3,.4687482
2011m4,.4297124
2011m5,.5454447
2011m6,.8036003
2011m7,1.199138
2011m8,1.384501
2011m9,1.416657
2011m10,1.474511
2011m11,1.349355
2011m12,1.115872
2012m1,.7790403
2012m2,.6480511
2012m3,.5936642
2012m4,.6203211
2012m5,.6317831
2012m6,.7298635
2012m7,.9101371
2012m8,1.166609
2012m9,1.442901
2012m10,1.591765
2012m11,1.554828
2012m12,1.257111
2013m1,.7904269
2013m2,.2253674
2013m3,-.1155699
2013m4,-.2578202
2013m5,-.2612247
2013m6,-.008466
2013m7,.3630559
2013m8,.573736
2013m9,.6277568
2013m10,.7315679
2013m11,.6904252
2013m12,.5977609
2014m1,.4174711
2014m2,.0254189
2014m3,-.3719697
2014m4,-.635234
2014m5,-.6519243
2014m6,-.5021431
2014m7,-.2215325
2014m8,-.1279007
2014m9,-.1703106
2014m10,-.2346075
2014m11,-.3327912
2014m12,-.4703794
2015m1,-.5093879
2015m2,-.5572
2015m3,-.6767402
2015m4,-.8656176
2015m5,-.8878233
2015m6,-.6233989
2015m7,-.1736562
2015m8,-.0748764
2015m9,-.1703816
2015m10,-.1437738
2015m11,-.3024063
2015m12,-.4000771
2016m1,-.5364311
2016m2,-.6109143
2016m3,-.3936553
2016m4,.1269992
