region,date,protectionnisme
Bretagne,2013m1,.34952828
Bretagne,2013m2,.49670658
Bretagne,2013m3,.53763306
Bretagne,2013m4,.030270647
Bretagne,2013m5,.16827025
Bretagne,2013m6,.22916487
Bretagne,2013m7,-.88443357
Bretagne,2013m8,-1.1014695
Bretagne,2013m9,.14393251
Bretagne,2013m10,.11389931
Bretagne,2013m11,.41342789
Bretagne,2013m12,-.58488005
Bretagne,2014m1,.044911761
Bretagne,2014m2,-.18474947
Bretagne,2014m3,-.19394353
Bretagne,2014m4,.18989794
Bretagne,2014m5,-.30666029
Bretagne,2014m6,-.24058178
Bretagne,2014m7,-1.1904644
Bretagne,2014m8,-1.055123
Bretagne,2014m9,.19986421
Bretagne,2014m10,.75263315
Bretagne,2014m11,.56745166
Bretagne,2014m12,-.15505311
Bretagne,2015m1,.21934327
Bretagne,2015m2,.15297769
Bretagne,2015m3,.34370381
Bretagne,2015m4,-.1497795
Bretagne,2015m5,.19965418
Bretagne,2015m6,.12861025
Bretagne,2015m7,-1.1725049
Bretagne,2015m8,-.99084651
Bretagne,2015m9,.05937751
Bretagne,2015m10,.61235905
Bretagne,2015m11,.62706101
Bretagne,2015m12,-.12486079
Bretagne,2016m1,.16795427
Bretagne,2016m2,.43269974
Bretagne,2016m3,.72115731
Bretagne,2016m4,-.1651171
Bretagne,2016m5,.49071431
Bretagne,2016m6,.39883524
Bretagne,2016m7,-1.2190616
Bretagne,2016m8,-.96398509
Bretagne,2016m9,.24857555
Bretagne,2016m10,.50643921
Bretagne,2016m11,.48408443
Bretagne,2016m12,.025147051
Bretagne,2017m1,.49875653
Bretagne,2017m2,.13692755
Bretagne,2017m3,.14383781
