date,swb_laugh
2008m1,-.290979
2008m2,.2166935
2008m3,.6222439
2008m4,.7138904
2008m5,.8522204
2008m6,.8453694
2008m7,.4759536
2008m8,-.0894793
2008m9,-.6429575
2008m10,-.9425592
2008m11,-1.287443
2008m12,-1.381714
2009m1,-1.634601
2009m2,-1.631995
2009m3,-1.206669
2009m4,-.6792706
2009m5,.0350813
2009m6,.3725698
2009m7,.2414762
2009m8,-.1157648
2009m9,-.022139
2009m10,.2770849
2009m11,.5472556
2009m12,.5628808
2010m1,.2432995
2010m2,.1102471
2010m3,.3468608
2010m4,.8182806
2010m5,1.103837
2010m6,.9520428
2010m7,.7525042
2010m8,.7367094
2010m9,.8899882
2010m10,1.059001
2010m11,.9417675
2010m12,.6998262
2011m1,.5914372
2011m2,.8429662
2011m3,1.242376
2011m4,1.537852
2011m5,1.704224
2011m6,1.674526
2011m7,1.445216
2011m8,1.479345
2011m9,1.768683
2011m10,1.930653
2011m11,1.845729
2011m12,1.596961
2012m1,1.349458
2012m2,1.23108
2012m3,1.326427
2012m4,1.586096
2012m5,1.884823
2012m6,1.961098
2012m7,1.757827
2012m8,1.441504
2012m9,1.205752
2012m10,.8030638
2012m11,.4136246
2012m12,.2562441
2013m1,.3507564
2013m2,.7977601
2013m3,1.113327
2013m4,1.198243
2013m5,1.307806
2013m6,1.443932
2013m7,1.313213
2013m8,1.044937
2013m9,1.07988
2013m10,1.077636
2013m11,.8921004
2013m12,.4376897
2014m1,-.0779399
2014m2,-.0201092
2014m3,.1912161
2014m4,.4506111
2014m5,.6405174
2014m6,.5985155
2014m7,.2370142
2014m8,-.360841
2014m9,-.6376584
2014m10,-.7252172
2014m11,-.7374894
2014m12,-.8759857
2015m1,-.9296294
2015m2,-.5884656
2015m3,-.2445513
2015m4,-.0352016
2015m5,.0502164
2015m6,.1137348
2015m7,.0096892
2015m8,-.1824721
2015m9,-.2460696
2015m10,-.4217011
2015m11,-.5622724
2015m12,-.7039949
2016m1,-.8039078
2016m2,-.7087322
2016m3,-.5532362
2016m4,-.3516075
