date,swb_sadness
2008m1,-.1837115
2008m2,-.3448106
2008m3,-.3385513
2008m4,-.3352499
2008m5,-.4269504
2008m6,-.5598834
2008m7,-.560482
2008m8,-.5025504
2008m9,-.4423446
2008m10,.0736639
2008m11,.8988618
2008m12,1.516501
2009m1,1.860739
2009m2,1.784378
2009m3,1.312438
2009m4,.7266668
2009m5,.2347719
2009m6,.1403789
2009m7,.1016125
2009m8,.0869441
2009m9,.1248958
2009m10,.1914391
2009m11,.0907988
2009m12,-.1185019
2010m1,-.3891717
2010m2,-.6436656
2010m3,-1.247382
2010m4,-1.536899
2010m5,-1.332035
2010m6,-.9105258
2010m7,-.6814821
2010m8,-.5544394
2010m9,-.5073935
2010m10,-.4773512
2010m11,-.4392582
2010m12,-.5837049
2011m1,-.9371492
2011m2,-1.249333
2011m3,-1.437929
2011m4,-1.404583
2011m5,-1.363629
2011m6,-1.438342
2011m7,-1.285951
2011m8,-.9721891
2011m9,-.7454411
2011m10,-.6990909
2011m11,-.7032014
2011m12,-.8026052
2012m1,-1.053499
2012m2,-1.281276
2012m3,-1.49082
2012m4,-1.622608
2012m5,-1.637625
2012m6,-1.509303
2012m7,-1.283352
2012m8,-1.121696
2012m9,-.7508603
2012m10,-.3601683
2012m11,-.0707028
2012m12,.0102227
2013m1,-.4497745
2013m2,-1.035251
2013m3,-1.434676
2013m4,-1.486662
2013m5,-1.41945
2013m6,-1.367073
2013m7,-1.365259
2013m8,-1.287609
2013m9,-1.147757
2013m10,-.9277031
2013m11,-.8124226
2013m12,-.9233983
2014m1,-1.330869
2014m2,-1.786678
2014m3,-2.048073
2014m4,-2.048989
2014m5,-1.786499
2014m6,-1.471272
2014m7,-1.349073
2014m8,-1.295771
2014m9,-1.370182
2014m10,-1.397586
2014m11,-1.456387
2014m12,-1.740876
2015m1,-2.158275
2015m2,-2.344792
2015m3,-2.492515
2015m4,-2.577524
2015m5,-2.478086
2015m6,-2.306448
2015m7,-2.150668
2015m8,-1.964818
2015m9,-1.75857
2015m10,-1.476853
2015m11,-1.274488
2015m12,-1.381886
2016m1,-1.924328
2016m2,-2.344149
2016m3,-2.428717
2016m4,-2.461415
