date,cat_civic_engagement
2008m1,.6158831
2008m2,.8743975
2008m3,.9789987
2008m4,.9071476
2008m5,.5152931
2008m6,-.0079788
2008m7,-.3088133
2008m8,.044973
2008m9,1.109978
2008m10,1.820766
2008m11,1.774285
2008m12,1.329125
2009m1,1.108831
2009m2,1.262088
2009m3,1.457087
2009m4,1.268519
2009m5,.7690465
2009m6,.1557389
2009m7,-.0653506
2009m8,.2711374
2009m9,1.141475
2009m10,1.660773
2009m11,1.616131
2009m12,1.227048
2010m1,1.029978
2010m2,1.163987
2010m3,1.424276
2010m4,1.393778
2010m5,.9588875
2010m6,.2120419
2010m7,-.3197277
2010m8,-.1785671
2010m9,.5233801
2010m10,1.043332
2010m11,.9695551
2010m12,.4347426
2011m1,-.0887246
2011m2,-.2555178
2011m3,-.3158247
2011m4,-.4203694
2011m5,-.6599759
2011m6,-1.105115
2011m7,-1.441095
2011m8,-1.270684
2011m9,-.6038936
2011m10,-.0421529
2011m11,.1250712
2011m12,-.045097
2012m1,-.1280508
2012m2,-.0789265
2012m3,-.130907
2012m4,-.3069634
2012m5,-.6354374
2012m6,-1.091832
2012m7,-1.377349
2012m8,-1.209981
2012m9,-.6301985
2012m10,-.2379732
2012m11,-.1955562
2012m12,-.392814
2013m1,-.4424205
2013m2,-.3000075
2013m3,-.1692828
2013m4,-.2115968
2013m5,-.56037
2013m6,-1.052713
2013m7,-1.296723
2013m8,-1.028172
2013m9,-.3039735
2013m10,.1812131
2013m11,.0973266
2013m12,-.3138871
2014m1,-.5489282
2014m2,-.4935814
2014m3,-.3590261
2014m4,-.3265864
2014m5,-.5558532
2014m6,-.9836127
2014m7,-1.268815
2014m8,-1.093521
2014m9,-.5216428
2014m10,-.1299293
2014m11,-.2004631
2014m12,-.4179748
2015m1,-.4601924
2015m2,-.2799223
2015m3,-.1106625
2015m4,-.1826361
2015m5,-.499549
2015m6,-.9285982
2015m7,-1.214744
2015m8,-1.114362
2015m9,-.5200422
2015m10,.0121801
2015m11,.1939209
2015m12,.0700842
2016m1,-.0407782
2016m2,.0182024
2016m3,-.0263275
2016m4,-.2589078
