region,date,droite_id
Rhone-Alpes,2013m1,-.39686012
Rhone-Alpes,2013m2,-.56050801
Rhone-Alpes,2013m3,.39141697
Rhone-Alpes,2013m4,-.12800443
Rhone-Alpes,2013m5,-.40611216
Rhone-Alpes,2013m6,-.61161941
Rhone-Alpes,2013m7,-1.3763001
Rhone-Alpes,2013m8,-.92766833
Rhone-Alpes,2013m9,.33940548
Rhone-Alpes,2013m10,.45935041
Rhone-Alpes,2013m11,.19681628
Rhone-Alpes,2013m12,-.46345717
Rhone-Alpes,2014m1,.33351776
Rhone-Alpes,2014m2,.13423395
Rhone-Alpes,2014m3,-.28329355
Rhone-Alpes,2014m4,-.17134307
Rhone-Alpes,2014m5,-.046594482
Rhone-Alpes,2014m6,-.6485576
Rhone-Alpes,2014m7,-1.2273844
Rhone-Alpes,2014m8,-.76262051
Rhone-Alpes,2014m9,1.0205867
Rhone-Alpes,2014m10,.33315739
Rhone-Alpes,2014m11,.30746174
Rhone-Alpes,2014m12,-.6255883
Rhone-Alpes,2015m1,.31527904
Rhone-Alpes,2015m2,.24576628
Rhone-Alpes,2015m3,.16078523
Rhone-Alpes,2015m4,.13619338
Rhone-Alpes,2015m5,-.015993454
Rhone-Alpes,2015m6,.13442869
Rhone-Alpes,2015m7,-.63869822
Rhone-Alpes,2015m8,-.75333309
Rhone-Alpes,2015m9,1.6335255
Rhone-Alpes,2015m10,1.1977432
Rhone-Alpes,2015m11,.72798485
Rhone-Alpes,2015m12,-.08020851
Rhone-Alpes,2016m1,.80166912
Rhone-Alpes,2016m2,-.055232324
Rhone-Alpes,2016m3,.28799084
Rhone-Alpes,2016m4,.048628792
Rhone-Alpes,2016m5,.50782871
Rhone-Alpes,2016m6,-.56117916
Rhone-Alpes,2016m7,-.93357128
Rhone-Alpes,2016m8,-.49894544
Rhone-Alpes,2016m9,.79000998
Rhone-Alpes,2016m10,.57201314
Rhone-Alpes,2016m11,.53260052
Rhone-Alpes,2016m12,-.10253009
Rhone-Alpes,2017m1,.15800934
Rhone-Alpes,2017m2,.20518012
Rhone-Alpes,2017m3,.6625452
