date,swb_happiness
2008m1,-.1760674
2008m2,.1456175
2008m3,.4984844
2008m4,.8641949
2008m5,1.038019
2008m6,.7635454
2008m7,.1486211
2008m8,-.3966527
2008m9,-.8693449
2008m10,-1.128818
2008m11,-1.29545
2008m12,-1.622189
2009m1,-2.39915
2009m2,-2.276395
2009m3,-1.86379
2009m4,-1.436136
2009m5,-1.079978
2009m6,-.951161
2009m7,-1.110477
2009m8,-1.227841
2009m9,-1.458941
2009m10,-1.572311
2009m11,-1.79054
2009m12,-1.647201
2010m1,-1.564382
2010m2,-1.147036
2010m3,-.9091737
2010m4,-.947443
2010m5,-1.015546
2010m6,-1.314147
2010m7,-1.527583
2010m8,-1.617976
2010m9,-1.787481
2010m10,-1.642783
2010m11,-1.428804
2010m12,-1.315027
2011m1,-1.118902
2011m2,-.5745381
2011m3,-.2595232
2011m4,-.0096313
2011m5,.2468233
2011m6,.132921
2011m7,-.270039
2011m8,-.5305645
2011m9,-.6249915
2011m10,-.5452923
2011m11,-.3640374
2011m12,-.2984561
2012m1,-.4472761
2012m2,-.3184427
2012m3,.0940757
2012m4,.4940113
2012m5,.7612295
2012m6,.7270113
2012m7,.4903263
2012m8,.1023252
2012m9,-.1998733
2012m10,-.3420056
2012m11,-.2558966
2012m12,-.4707893
2013m1,-.8992731
2013m2,-.9971327
2013m3,-.771673
2013m4,-.46565
2013m5,.0576421
2013m6,.4591122
2013m7,.4654644
2013m8,.2009019
2013m9,-.1228016
2013m10,-.2299379
2013m11,-.2196021
2013m12,-.4233571
2014m1,-.6798246
2014m2,-.5404606
2014m3,-.2435943
2014m4,.1557302
2014m5,.4238328
2014m6,.1550219
2014m7,-.2101615
2014m8,-.4130049
2014m9,-.481706
2014m10,-.0264143
2014m11,.3440525
2014m12,.3441553
2015m1,.1780037
2015m2,.2564269
2015m3,.358361
2015m4,.380769
2015m5,.5941419
2015m6,.7621805
2015m7,.6200134
2015m8,.337275
2015m9,.2267244
2015m10,.344346
2015m11,.6285796
2015m12,.7152928
2016m1,.4360836
2016m2,.311204
2016m3,.5652366
2016m4,.8660657
